0,0.11,-0.75,0.75,0.0025,0.00011,0,1000000,-0.5,6
0,0.11,-1.25,1.25,0.005,0.0002,0,1000000,-0.5,8
0,0.115,-1.4,1.4,0.005,0.00012,0,1000000,-0.5,10
0,0.115,-1.45,1.45,0.007,0.0001,0,1000000,-0.5,12
0,0.11,-1.45,1.45,0.0075,0.000085,0,1000000,-0.5,15
0,0.11,-1.4,1.4,0.008,0.00009,0,1000000,-0.5,18
0,0.1,-1.3,1.3,0.009,0.00009,0,1000000,-0.5,21
0,0.1,-1.3,1.3,0.01,0.000094,0,1000000,-0.5,24
